"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-08-24","0.00","77","85","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-08-25",,"77","86",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-08-26","0.08","77",,"67"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-08-27","0.00","77",,"71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-08-28",,"76","83","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-08-29",,"80","84",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-08-30","0.01","76",,"72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-08-31","0.24","76","83","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-01","0.02","76","83",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-02","0.00","78",,"71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-03","0.00","78","85","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-04",,"77","81","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-05",,"79","89","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-06",,"80","87","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-07","0.39","75",,"69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-08","0.47","77","82","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-09","0.02","77","84","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-10","0.00","79","88","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-11","0.08","74",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-12","0.00","80","89",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-13","0.00","78","84","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-14",,"79",,"73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-15",,"77",,"72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-16","0.00","77","85",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-17","0.31","76","82","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-18","0.00","78","86","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-19","0.00","79","86","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-20",,"78","84","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-21",,"79","86","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-22","0.00","75","82",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-23","0.12","79","86","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-24","0.00","80","92","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-25","0.00","82",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-26",,"82","90",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-27",,"81","91",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-28",,"82","92","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-29","0.31","79",,"70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-09-30","0.20","80","91","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-01","0.00","81","91","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-02","0.00","80","90","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-03","0.24","81","90","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-04","0.03","82","91","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-05","0.20","76",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-06","0.12","78","86","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-07","0.00","81","90","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-08",,"80","90","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-09",,"83","92","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-10",,"84","90",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-11",,"81","90","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-12","0.00","79","86","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-13",,"83","94","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-14",,"78","86","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-15","0.00","80","90","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-16","0.00","82","93","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-17",,"83","95","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-18",,"83","94","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-19",,"80","89","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-20",,"83","94","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-21",,"83","93","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-22",,"82","92","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-23","0.00","82","92","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-24","0.00","80","93","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-25","0.91","81","92",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-26","0.00","81","93","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-27",,"83",,"72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-28",,"82","91","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-29",,"79","92","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-30",,"83","94","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-10-31",,"81","91","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-01",,"83","94","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-02",,"82","91","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-03",,"81","91","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-04","0.00","83","92","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-05",,"81","90","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-06",,"77","86","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-07",,"80",,"69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-08",,"82","93","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-09",,"83","93","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-10",,"82","93","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-11",,"83","92",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-12","0.00","80","90","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-13",,"82","93","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-14",,"83","91","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-15",,"82","90",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-16",,"82","91","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-17",,"81",,"74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-18",,"82","92","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-19",,"82","90","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-20",,"82",,"72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-21",,"78","85",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-22",,"81","93",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-23",,"87",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-24",,"82","94","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-25","0.00","82","90","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-26",,"81",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-27",,"80","93","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-28",,"81","92","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-29",,"79","90","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-11-30",,"83",,"71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-01",,"84",,"71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-02",,"83",,"73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-03",,"81",,"72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-04",,"81","93","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-05",,"81",,"72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-06",,"80","91",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-07",,"82",,"72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-08",,"82","92","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-09",,"81","92","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-10",,"80",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-11",,"81","92","65"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-12",,"81","92","66"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-13",,"85","95","66"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-14",,"80","94",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-15",,"82","90","75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-16",,"84","98","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-17",,"85","98",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-18",,"81","98","76"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-19",,"83","92","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-20",,"79",,"74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-21",,"82","94","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-22",,"81","92","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-23",,"79","92","68"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-24",,"78","94","65"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-25",,"79","94","65"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-26",,"80","93","64"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-27",,"81","96","67"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-28",,"81","97","68"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-29",,"79","96",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-30",,"84","96","68"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2017-12-31",,"81","95","66"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-01",,"80","96","68"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-02",,"79","93","67"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-03",,"80","91","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-04",,"80","94","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-05",,"80","96","66"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-06",,"79","96","65"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-07",,"80","93","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-08",,"82","95","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-09",,"82","97","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-10",,"79","96","64"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-11",,"80","97","64"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-12",,"79","98","63"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-13",,"79","97","65"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-14",,"78","97","63"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-15",,"76","96","62"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-16",,"80","94","68"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-17",,"82","96","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-18",,"82","99","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-19",,"83","99","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-20",,"80","99","65"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-21",,"80","98","61"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-22",,"82","97","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-23",,"80","97","63"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-24",,"80",,"65"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-25",,"80","92","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-26",,"79","97","63"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-27",,"80","96","66"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-28",,"83","96","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-29",,"81","96","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-30",,"80","96","68"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-01-31",,"82","96","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-01",,"82","98","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-02",,"85","97","76"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-03",,"85","98","77"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-04",,"87","99","78"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-05",,"86","102","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-06",,"87","102",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-07",,"85",,"75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-08",,"86","104","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-09",,"85","101","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-10",,"86","101","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-11",,"85","101","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-12",,"85",,"71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-13",,"84","100","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-14",,"85","100","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-15",,"77",,"73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-21","3.82","82","94","67"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-22","0.00","85","99","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-23",,"85","96","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-24",,"79","91",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-25",,"82","97","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-26","0.12","80",,"71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-27","0.00","83","99",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-02-28","0.08","83","94","69"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-01","0.00","85","98",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-02","0.12","83","97","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-03","0.00","84",,"73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-05",,"85","95",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-06",,"83",,"71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-07",,"80","92",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-08",,"79",,"72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-09",,"83",,"72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-10",,"84",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-11",,"84",,"76"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-12",,"85","96",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-13",,"84","95","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-14","0.00","84","96","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-15",,"84","92","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-16",,"82","86","76"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-17",,"85","99",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-18",,"82",,"73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-19","0.20","81","95","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-20","0.28","81","96","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-21","0.00","83","93","75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-22","0.16","83","92","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-23","0.00","81","90",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-24",,"85","91",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-25",,"82","93","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-26",,"83","97","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-27",,"81","90","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-28",,"86","95",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-29",,"86",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-30",,"84",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-03-31",,"83","95","76"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-01",,"86",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-02",,"83",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-03",,"83","95","75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-04",,"89","96",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-05",,"85","91",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-06",,"89",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-07",,"86","92",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-08",,"83","92","76"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-09",,"81","90","71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-10",,"85",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-11",,"86","98",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-12",,"85","95","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-13",,"84","91",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-14",,"85","91",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-15","0.43","76",,"70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-16","0.00","86","96",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-17","0.12","83","92","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-18","0.00","83","93","75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-19",,"84","91",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-20",,"80","94",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-21",,"80","93","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-22",,"81","94","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-23",,"84","92","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-24",,"82","91","75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-25",,"83","93","76"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-26","0.67","80","91","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-27","0.00","83","94","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-28",,"80","91","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-29",,"84","96","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-04-30","0.20","78","89","70"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-01","0.00","84","92","76"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-02","0.00","80",,"71"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-03",,"82","90","75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-04",,"80",,"76"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-05",,"89","94",
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-07",,"86",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-08",,"84","93","73"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-09",,"83","94","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-10",,"84","93","75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-11","1.97","76","81","68"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-12","0.01","76","84","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-13","0.00","80","90","74"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-14",,"80","90","72"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-15",,"83","91","75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-16",,"81",,"75"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-17",,"76",,
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-18",,"79","89","68"
"IVM00065545","BONDOUKOU SOKO, IV","8.05","-2.783","370.0","2018-05-19",,"81","91","73"
