STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.08.2014,2,,27.2,36.9,22.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.08.2014,0.5,,27.9,31.2,24
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.08.2014,0,,29,32.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.08.2014,,,25.6,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.08.2014,,,28.7,33,
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.08.2014,10.9,,26.3,31,21.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.08.2014,7.1,,25.8,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.08.2014,20.1,,27.1,,22.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.08.2014,0,,28.3,32.3,
CMM00064860,"GAROUA, CM",9.336,13.37,242,21.08.2014,0,,22.7,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.08.2014,34,,25.1,,20.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.08.2014,0,,28.1,32,
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.08.2014,,,29.1,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.08.2014,39.1,,22.7,,20.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.08.2014,0,,26.3,30.2,
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.08.2014,,,26.3,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.08.2014,,,29.5,33.2,24.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,29.08.2014,,,27.2,29,25.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,30.08.2014,,,26.5,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,31.08.2014,,,28,,22.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,01.09.2014,,,28.9,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,02.09.2014,,,23.4,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,03.09.2014,,,26.1,29.5,22
CMM00064860,"GAROUA, CM",9.336,13.37,242,04.09.2014,,,27.5,32.2,23.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.09.2014,,,26.3,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.09.2014,,,28.2,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.09.2014,0,,28.8,,24
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.09.2014,0,,27.8,33.2,24.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.09.2014,,,28.8,,23
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.09.2014,,,29,33.9,23.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.09.2014,,,28.9,33.9,
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.09.2014,,,30.2,33.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.09.2014,0,,24.8,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.09.2014,39.1,,25.3,31.2,23
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.09.2014,6.1,,26.9,31.2,22.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.09.2014,0,,27.3,33.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.09.2014,,,27.9,33.8,
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.09.2014,,,27.9,34,
CMM00064860,"GAROUA, CM",9.336,13.37,242,21.09.2014,8.9,,25.5,33,22.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.09.2014,35.1,,26.7,32.9,22.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.09.2014,3,,27.3,33.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.09.2014,0,,28.9,33.8,
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.09.2014,0.8,,27.8,32,22.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.09.2014,0,,27,30,24.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.09.2014,,,28.1,32.2,22.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.09.2014,,,26.8,,21.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,29.09.2014,,,26.6,30.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,30.09.2014,3,,28.3,32.6,22.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,01.10.2014,8.9,,26.6,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,02.10.2014,2,,28.2,31.6,23
CMM00064860,"GAROUA, CM",9.336,13.37,242,03.10.2014,0,,28.5,32.5,24.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,04.10.2014,9.9,,28.4,33.7,22.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.10.2014,0,,27.7,34.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,06.10.2014,15,,28.2,34,22.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,07.10.2014,0,,29.5,34.5,22.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.10.2014,,,29.6,34.2,24
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.10.2014,,,30.6,35.3,25.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.10.2014,13,,26.6,31.2,22.1
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.10.2014,0.3,,28.6,,22
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.10.2014,0,,28.8,33.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.10.2014,14,,27.4,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.10.2014,27.9,,27.4,32.5,22
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.10.2014,0,,28.1,33.7,23.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.10.2014,,,28.6,35.1,24.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.10.2014,,,29.4,35.5,24.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.10.2014,,,28.5,35.7,24.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.10.2014,,,28.1,35.5,22.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.10.2014,,,28.5,35.5,22.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,21.10.2014,,,29.2,35.2,22
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.10.2014,,,29.9,36,22
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.10.2014,,,27.9,34.2,
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.10.2014,,,28.8,36.1,23.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.10.2014,,,31.1,37,23.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.10.2014,,,31.7,36.9,25
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.10.2014,,,29.9,,24.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.10.2014,,,30.9,,23
CMM00064860,"GAROUA, CM",9.336,13.37,242,29.10.2014,,,31.9,,24.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,30.10.2014,,,31.1,37,22.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,31.10.2014,,,30.2,,24.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,01.11.2014,,,30.4,37.4,24.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,02.11.2014,,,30.3,36.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,03.11.2014,,,31.7,37.9,
CMM00064860,"GAROUA, CM",9.336,13.37,242,04.11.2014,,,31.9,39.1,24.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.11.2014,,,32.1,39,25.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,06.11.2014,,,31.6,,25.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,07.11.2014,,,32,38,25.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.11.2014,,,31.9,39.5,21.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.11.2014,,,32.3,39.5,22.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.11.2014,,,32.1,38.5,23.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.11.2014,,,31.7,38,24.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.11.2014,,,31.8,38.3,25.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.11.2014,,,31.6,38.2,22.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.11.2014,,,30.7,37.5,21.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.11.2014,,,31.9,38,23.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.11.2014,,,32.1,,22.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.11.2014,,,31.7,38.2,
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.11.2014,,,31.3,37.7,27.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.11.2014,,,29.9,36.7,23.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.11.2014,,,29.1,36.2,17.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,21.11.2014,,,28.9,36.3,18
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.11.2014,,,29.3,36.9,18.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.11.2014,,,30.1,38,19
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.11.2014,,,30.3,37.4,20.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.11.2014,,,28.6,35.6,20
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.11.2014,,,28.7,35.3,19.1
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.11.2014,,,29.9,36,18.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.11.2014,,,28.4,,19
CMM00064860,"GAROUA, CM",9.336,13.37,242,29.11.2014,,,29.5,38.3,18
CMM00064860,"GAROUA, CM",9.336,13.37,242,30.11.2014,,,30.4,37.5,19.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,01.12.2014,,,29.8,37,19.1
CMM00064860,"GAROUA, CM",9.336,13.37,242,02.12.2014,,,29.3,36.6,18.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,03.12.2014,,,28.8,36,17.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,04.12.2014,,,29.1,36.5,17.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.12.2014,,,30.7,38.1,18.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,06.12.2014,,,30.5,38.6,19.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,07.12.2014,,,33.6,38.7,
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.12.2014,,,29.6,38,19.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.12.2014,,,29.6,37.5,18
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.12.2014,,,29.7,37.1,17.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.12.2014,,,29.7,36.8,
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.12.2014,,,30.2,35.7,
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.12.2014,,,27.3,34.1,
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.12.2014,,,25.8,32.9,19.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.12.2014,,,28.6,35.2,19.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.12.2014,,,29.5,35.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.12.2014,,,28.1,36,17.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.12.2014,,,28.3,,17.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.12.2014,,,27.7,35.5,17
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.12.2014,,,28.4,36,18.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,21.12.2014,,,28,35,17.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.12.2014,,,27.6,35,17
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.12.2014,,,26.4,32.7,16.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.12.2014,,,26.1,32.5,16.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.12.2014,,,25.8,33.2,15.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.12.2014,,,25.3,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.12.2014,,,25.7,32,15.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.12.2014,,,25.9,32.5,16.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,29.12.2014,,,28.7,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.01.2015,,,17.4,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,06.01.2015,,,24.6,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,07.01.2015,,,25.9,30.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.01.2015,,,24.5,30.5,14.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.01.2015,,,24.1,30.3,14.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.01.2015,,,23.1,28.5,17
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.01.2015,,,22.1,,14
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.01.2015,,,22,28,12.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.01.2015,,,23.3,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.01.2015,,,24.1,31.5,12.1
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.01.2015,,,24.8,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.01.2015,,,24.7,31.4,14
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.01.2015,,,25.6,33,14.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.01.2015,,,26.8,34.3,14.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.01.2015,,,27.7,,15.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.01.2015,,,30.4,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,21.01.2015,,,29.6,38.5,17.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.01.2015,,,30.8,39.3,17.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.01.2015,,,31.1,39.4,18
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.01.2015,,,31.1,39.3,17.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.01.2015,,,30.9,39,19
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.01.2015,,,31.7,40.3,20
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.01.2015,,,31.6,,22
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.01.2015,,,30.7,38,21.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,29.01.2015,,,28.9,36,
CMM00064860,"GAROUA, CM",9.336,13.37,242,30.01.2015,,,28.6,35.6,18.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,31.01.2015,,,29.7,,18
CMM00064860,"GAROUA, CM",9.336,13.37,242,01.02.2015,,,30.1,38.6,18.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,02.02.2015,,,30.9,39.1,18.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,03.02.2015,,,31.1,38.5,20.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,04.02.2015,,,32.5,40.3,20.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.02.2015,,,31.8,40.5,22.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,06.02.2015,,,32.9,40.7,
CMM00064860,"GAROUA, CM",9.336,13.37,242,07.02.2015,,,34.3,42.3,21.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.02.2015,,,32.9,,21
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.02.2015,,,32.6,40.3,
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.02.2015,,,32.3,41,21.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.02.2015,,,33.1,,20
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.02.2015,,,32.3,38.5,22.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.02.2015,,,31.2,38.2,20.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.02.2015,,,31.7,39,19.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.02.2015,,,32.4,40.5,20
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.02.2015,,,33.2,,21.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.02.2015,,,34.7,39.5,26.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.02.2015,,,31.2,35.4,
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.02.2015,,,31.9,38.5,22.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.02.2015,,,32.6,,22.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,21.02.2015,,,34.6,40.4,26
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.02.2015,,,34.9,40.7,
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.02.2015,,,34.2,40.3,
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.02.2015,,,33,38.9,24.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.02.2015,,,30.8,36.1,23.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.02.2015,,,31.4,37.8,22.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.02.2015,,,31.1,,24.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.02.2015,,,30.8,38.6,21.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,01.03.2015,,,31.4,37.8,
CMM00064860,"GAROUA, CM",9.336,13.37,242,02.03.2015,,,31.9,38.1,22.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,03.03.2015,,,32,38.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,04.03.2015,,,33.8,39.1,27.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.03.2015,,,34,39.3,27.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,06.03.2015,,,33.9,40.4,
CMM00064860,"GAROUA, CM",9.336,13.37,242,07.03.2015,,,35.1,41.6,25.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.03.2015,,,35.1,41.6,26.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.03.2015,,,35.7,,26.1
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.03.2015,,,35.6,41.8,26.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.03.2015,,,35.4,41.7,26
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.03.2015,,,34.7,39.5,27.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.03.2015,,,32.8,38,26
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.03.2015,,,34.3,39.2,27.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.03.2015,,,35.7,41.6,26.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.03.2015,,,36.6,41.3,31.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.03.2015,,,36.4,42.2,28
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.03.2015,,,36.8,42.6,27.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.03.2015,,,36.5,42.9,25.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.03.2015,,,35.4,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.03.2015,,,35.9,,28.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.03.2015,,,36.6,42.8,28
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.03.2015,,,36.4,40.2,
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.03.2015,,,36.8,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.03.2015,,,33.9,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.03.2015,,,35.4,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.03.2015,,,34.8,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,29.03.2015,,,35.3,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,30.03.2015,,,31.8,38,
CMM00064860,"GAROUA, CM",9.336,13.37,242,31.03.2015,,,33.3,39.8,24.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,01.04.2015,,,35.4,41.2,24.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,02.04.2015,,,35.7,41.6,
CMM00064860,"GAROUA, CM",9.336,13.37,242,03.04.2015,,,36.1,41.7,28.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,04.04.2015,,,35.5,42,28.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.04.2015,,,36.4,42.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,06.04.2015,,,37,41.6,30.1
CMM00064860,"GAROUA, CM",9.336,13.37,242,07.04.2015,,,36.7,42,
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.04.2015,,,35.7,42.1,27.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.04.2015,0.8,,33.4,38,26
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.04.2015,0,,34.9,39.7,28
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.04.2015,,,35.4,38.2,
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.04.2015,,,34.4,39.3,28.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.04.2015,,,33.9,39,26
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.04.2015,,,33.7,40,25.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.04.2015,,,33.1,40,24
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.04.2015,,,33.8,40.4,23.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.04.2015,,,34.4,,23.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.04.2015,,,34.8,40.9,23.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.04.2015,,,35.7,41.3,26
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.04.2015,,,34.3,41.3,
CMM00064860,"GAROUA, CM",9.336,13.37,242,21.04.2015,,,35,,23.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.04.2015,,,36,43.1,23.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.04.2015,,,36.6,43.3,24.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.04.2015,,,36.2,41.1,30
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.04.2015,,,36.3,42,30.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.04.2015,,,35.2,,28
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.04.2015,,,36,42,27
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.04.2015,,,35.6,42.6,24.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,29.04.2015,,,35.8,42.2,25
CMM00064860,"GAROUA, CM",9.336,13.37,242,30.04.2015,,,37.2,43.3,31.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,01.05.2015,,,37.3,42.6,28.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,02.05.2015,,,38,43.9,30.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,03.05.2015,,,32.7,36.4,29.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,04.05.2015,,,35.8,41.5,27.2
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.05.2015,,,33.7,37.6,
CMM00064860,"GAROUA, CM",9.336,13.37,242,06.05.2015,,,33.8,39.6,25.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,07.05.2015,,,35.9,41.3,28.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.05.2015,,,34.3,40.2,29
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.05.2015,,,34.2,41.5,29
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.05.2015,,,33.5,40.2,
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.05.2015,,,34.7,40,30
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.05.2015,,,35.6,40.7,28.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.05.2015,,,32.3,39,
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.05.2015,0,,35.3,41.5,25.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.05.2015,,,33.2,36.3,
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.05.2015,,,35.8,41.7,28.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.05.2015,,,35.4,42.6,
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.05.2015,,,35,41,
CMM00064860,"GAROUA, CM",9.336,13.37,242,19.05.2015,,,32.7,41,
CMM00064860,"GAROUA, CM",9.336,13.37,242,20.05.2015,,,33.8,39,
CMM00064860,"GAROUA, CM",9.336,13.37,242,21.05.2015,,,35.4,41,28
CMM00064860,"GAROUA, CM",9.336,13.37,242,22.05.2015,,,32.9,41,
CMM00064860,"GAROUA, CM",9.336,13.37,242,23.05.2015,,,31.7,37.5,24.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,24.05.2015,,,34.1,39.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,25.05.2015,0.3,,29.4,36.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,26.05.2015,5.1,,33.4,39.8,
CMM00064860,"GAROUA, CM",9.336,13.37,242,27.05.2015,0,,33.5,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,28.05.2015,,,27.3,30.3,
CMM00064860,"GAROUA, CM",9.336,13.37,242,29.05.2015,,,32.1,38.1,24
CMM00064860,"GAROUA, CM",9.336,13.37,242,30.05.2015,4.1,,27.9,31.8,
CMM00064860,"GAROUA, CM",9.336,13.37,242,31.05.2015,6.1,,31.4,36.5,25.3
CMM00064860,"GAROUA, CM",9.336,13.37,242,01.06.2015,0,,31.2,38.4,
CMM00064860,"GAROUA, CM",9.336,13.37,242,02.06.2015,3,,30.8,36.6,24.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,03.06.2015,0,,27.3,31.1,
CMM00064860,"GAROUA, CM",9.336,13.37,242,04.06.2015,,,29,,24.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,05.06.2015,,,30.7,36.5,24.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,06.06.2015,0,,28.4,37.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,07.06.2015,4.1,,30.9,36,23.5
CMM00064860,"GAROUA, CM",9.336,13.37,242,08.06.2015,9.9,,26.6,30,24.7
CMM00064860,"GAROUA, CM",9.336,13.37,242,09.06.2015,0,,29.3,33.1,23.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,10.06.2015,,,32,37.3,25.9
CMM00064860,"GAROUA, CM",9.336,13.37,242,11.06.2015,,,31.3,38,
CMM00064860,"GAROUA, CM",9.336,13.37,242,12.06.2015,,,28.9,,23
CMM00064860,"GAROUA, CM",9.336,13.37,242,13.06.2015,,,30.9,35,25.8
CMM00064860,"GAROUA, CM",9.336,13.37,242,14.06.2015,,,31.4,37,25.6
CMM00064860,"GAROUA, CM",9.336,13.37,242,15.06.2015,,,32.2,37.5,
CMM00064860,"GAROUA, CM",9.336,13.37,242,16.06.2015,,,32.7,37.2,27.4
CMM00064860,"GAROUA, CM",9.336,13.37,242,17.06.2015,0,,31.6,,
CMM00064860,"GAROUA, CM",9.336,13.37,242,18.06.2015,42.9,,30.9,36.5,22.7
