"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CMM00064860","GAROUA, CM","2017-06-23",,,"84",,"75"
"CMM00064860","GAROUA, CM","2017-06-24",,,"85",,"74"
"CMM00064860","GAROUA, CM","2017-06-25",,,"87",,"80"
"CMM00064860","GAROUA, CM","2017-06-26",,,"89",,"79"
"CMM00064860","GAROUA, CM","2017-06-27",,,"85",,
"CMM00064860","GAROUA, CM","2017-06-28",,,"83",,"75"
"CMM00064860","GAROUA, CM","2017-06-29",,,"85",,"75"
"CMM00064860","GAROUA, CM","2017-06-30",,,"88",,"78"
"CMM00064860","GAROUA, CM","2017-07-01","1.50",,"77",,"70"
"CMM00064860","GAROUA, CM","2017-07-02","0.16",,"81",,"72"
"CMM00064860","GAROUA, CM","2017-07-03","0.00",,"85",,"75"
"CMM00064860","GAROUA, CM","2017-07-04",,,"87",,"79"
"CMM00064860","GAROUA, CM","2017-07-05","1.26",,"77",,"70"
"CMM00064860","GAROUA, CM","2017-07-06","0.00",,"81",,
"CMM00064860","GAROUA, CM","2017-07-07",,,"85",,"76"
"CMM00064860","GAROUA, CM","2017-07-08",,,"85",,"76"
"CMM00064860","GAROUA, CM","2017-07-09","0.75",,"79",,"71"
"CMM00064860","GAROUA, CM","2017-07-10","0.12",,"81",,"73"
"CMM00064860","GAROUA, CM","2017-07-11","0.31",,"80",,"72"
"CMM00064860","GAROUA, CM","2017-07-12","0.00",,"84",,"74"
"CMM00064860","GAROUA, CM","2017-07-13","0.00",,"86",,"76"
"CMM00064860","GAROUA, CM","2017-07-14","0.28",,"80",,"73"
"CMM00064860","GAROUA, CM","2017-07-15","0.00",,"83",,"75"
"CMM00064860","GAROUA, CM","2017-07-16",,,"85",,"74"
"CMM00064860","GAROUA, CM","2017-07-17",,,"82",,
"CMM00064860","GAROUA, CM","2017-07-18",,,"80",,
"CMM00064860","GAROUA, CM","2017-07-19",,,"86",,"74"
"CMM00064860","GAROUA, CM","2017-07-20",,,"87",,"78"
"CMM00064860","GAROUA, CM","2017-07-21","0.00",,"75",,
"CMM00064860","GAROUA, CM","2017-07-22","1.77",,"82",,"72"
"CMM00064860","GAROUA, CM","2017-07-23","0.00",,"85",,"75"
"CMM00064860","GAROUA, CM","2017-07-24",,,"78",,
"CMM00064860","GAROUA, CM","2017-07-25",,,"81",,"75"
"CMM00064860","GAROUA, CM","2017-07-26",,,"84",,"76"
"CMM00064860","GAROUA, CM","2017-07-27",,,"86",,"76"
"CMM00064860","GAROUA, CM","2017-07-28",,,"78",,
"CMM00064860","GAROUA, CM","2017-07-29",,,"84",,"74"
"CMM00064860","GAROUA, CM","2017-07-30","0.47",,"84",,"74"
"CMM00064860","GAROUA, CM","2017-07-31","1.65",,"77",,"71"
"CMM00064860","GAROUA, CM","2017-08-01","0.00",,"80",,"71"
"CMM00064860","GAROUA, CM","2017-08-02",,,"84",,"75"
"CMM00064860","GAROUA, CM","2017-08-03",,,"76",,
"CMM00064860","GAROUA, CM","2017-08-04",,,"80",,
"CMM00064860","GAROUA, CM","2017-08-05",,,"80",,"73"
"CMM00064860","GAROUA, CM","2017-08-06","0.00",,"82",,"75"
"CMM00064860","GAROUA, CM","2017-08-07","0.08",,"81",,"75"
"CMM00064860","GAROUA, CM","2017-08-08","0.00",,"84",,"74"
"CMM00064860","GAROUA, CM","2017-08-09","0.47",,"80",,
"CMM00064860","GAROUA, CM","2017-08-10","0.00",,"78",,
"CMM00064860","GAROUA, CM","2017-08-11","0.12",,"83",,"74"
"CMM00064860","GAROUA, CM","2017-08-12","0.00",,"85",,"76"
"CMM00064860","GAROUA, CM","2017-08-13",,,"80",,
"CMM00064860","GAROUA, CM","2017-08-14",,,"81",,"72"
"CMM00064860","GAROUA, CM","2017-08-15",,,"80",,
"CMM00064860","GAROUA, CM","2017-08-16","0.16",,"81",,"74"
"CMM00064860","GAROUA, CM","2017-08-17","0.20",,"80",,"73"
"CMM00064860","GAROUA, CM","2017-08-18","0.01",,"81",,"74"
"CMM00064860","GAROUA, CM","2017-08-19","0.00",,"83",,"74"
"CMM00064860","GAROUA, CM","2017-08-20",,,"78",,
"CMM00064860","GAROUA, CM","2017-08-21",,,"80",,"72"
"CMM00064860","GAROUA, CM","2017-08-22","0.03",,"78",,"74"
"CMM00064860","GAROUA, CM","2017-08-23","0.03",,"83",,
"CMM00064860","GAROUA, CM","2017-08-24","0.01",,"83",,
"CMM00064860","GAROUA, CM","2017-08-25","0.63",,"75",,
"CMM00064860","GAROUA, CM","2017-08-26","0.47",,"80",,"71"
"CMM00064860","GAROUA, CM","2017-08-27","0.08",,"77",,
"CMM00064860","GAROUA, CM","2017-08-28","0.24",,"81",,"72"
"CMM00064860","GAROUA, CM","2017-08-29","0.00",,"78",,
"CMM00064860","GAROUA, CM","2017-08-30","0.16",,"78",,"71"
"CMM00064860","GAROUA, CM","2017-08-31","0.03",,"83",,"72"
"CMM00064860","GAROUA, CM","2017-09-01","0.00",,"85",,"75"
"CMM00064860","GAROUA, CM","2017-09-02",,,"79",,
"CMM00064860","GAROUA, CM","2017-09-03",,,"80",,"72"
"CMM00064860","GAROUA, CM","2017-09-04",,,"80",,"72"
"CMM00064860","GAROUA, CM","2017-09-05",,,"82",,"75"
"CMM00064860","GAROUA, CM","2017-09-06","0.20",,"80",,
"CMM00064860","GAROUA, CM","2017-09-07","0.16",,"82",,"72"
"CMM00064860","GAROUA, CM","2017-09-08","0.28",,"74",,
"CMM00064860","GAROUA, CM","2017-09-09","0.63",,"81",,"70"
"CMM00064860","GAROUA, CM","2017-09-10","0.00",,"85",,
"CMM00064860","GAROUA, CM","2017-09-11","0.20",,"83",,"72"
"CMM00064860","GAROUA, CM","2017-09-12","0.00",,"76",,
"CMM00064860","GAROUA, CM","2017-09-13","0.87",,"80",,"70"
"CMM00064860","GAROUA, CM","2017-09-14","0.00",,"85",,"76"
"CMM00064860","GAROUA, CM","2017-09-15",,,"79",,
"CMM00064860","GAROUA, CM","2017-09-16",,,"85",,"72"
"CMM00064860","GAROUA, CM","2017-09-17",,,"73",,
"CMM00064860","GAROUA, CM","2017-09-18",,,"81",,"69"
"CMM00064860","GAROUA, CM","2017-09-19",,,"86",,"75"
"CMM00064860","GAROUA, CM","2017-09-20","1.50",,"77",,"70"
"CMM00064860","GAROUA, CM","2017-09-21","0.00",,"84",,
"CMM00064860","GAROUA, CM","2017-09-22","1.54",,"80",,"71"
"CMM00064860","GAROUA, CM","2017-09-23","0.00",,"75",,
"CMM00064860","GAROUA, CM","2017-09-24","1.93",,"80",,"70"
"CMM00064860","GAROUA, CM","2017-09-25","0.00",,"78",,
"CMM00064860","GAROUA, CM","2017-09-26","0.04",,"82",,"72"
"CMM00064860","GAROUA, CM","2017-09-27","0.00",,"82",,
"CMM00064860","GAROUA, CM","2017-09-28","0.31",,"85",,"73"
"CMM00064860","GAROUA, CM","2017-09-29","0.00",,"75",,
"CMM00064860","GAROUA, CM","2017-09-30","0.51",,"80",,"71"
"CMM00064860","GAROUA, CM","2017-10-01","0.00",,"86",,"74"
"CMM00064860","GAROUA, CM","2017-10-02",,,"87",,"74"
"CMM00064860","GAROUA, CM","2017-10-03",,,"76",,
"CMM00064860","GAROUA, CM","2017-10-04",,,"83",,"72"
"CMM00064860","GAROUA, CM","2017-10-05",,,"84",,"76"
"CMM00064860","GAROUA, CM","2017-10-06",,,"85",,"74"
"CMM00064860","GAROUA, CM","2017-10-07",,,"87",,"78"
"CMM00064860","GAROUA, CM","2017-10-08",,,"85",,"79"
"CMM00064860","GAROUA, CM","2017-10-09",,,"87",,"77"
"CMM00064860","GAROUA, CM","2017-10-10",,,"88",,"78"
"CMM00064860","GAROUA, CM","2017-10-11",,,"85",,
"CMM00064860","GAROUA, CM","2017-10-12","0.04",,"85",,"74"
"CMM00064860","GAROUA, CM","2017-10-13","0.00",,"87",,"77"
"CMM00064860","GAROUA, CM","2017-10-14",,,"87",,"76"
"CMM00064860","GAROUA, CM","2017-10-15",,,"88",,"75"
"CMM00064860","GAROUA, CM","2017-10-16",,,"88",,"72"
"CMM00064860","GAROUA, CM","2017-10-17",,,"88",,"79"
"CMM00064860","GAROUA, CM","2017-10-18",,,"89",,"78"
"CMM00064860","GAROUA, CM","2017-10-19",,,"87",,"76"
"CMM00064860","GAROUA, CM","2017-10-20",,,"87",,"73"
"CMM00064860","GAROUA, CM","2017-10-21",,,"88",,"71"
"CMM00064860","GAROUA, CM","2017-10-22",,,"88",,"72"
"CMM00064860","GAROUA, CM","2017-10-23",,,"88",,"75"
"CMM00064860","GAROUA, CM","2017-10-24",,,"87",,"77"
"CMM00064860","GAROUA, CM","2017-10-25",,,"89",,"74"
"CMM00064860","GAROUA, CM","2017-10-26",,,"91",,"74"
"CMM00064860","GAROUA, CM","2017-10-27",,,"87",,"73"
"CMM00064860","GAROUA, CM","2017-10-28",,,"85",,"73"
"CMM00064860","GAROUA, CM","2017-10-29",,,"84",,"75"
"CMM00064860","GAROUA, CM","2017-10-30",,,"85",,"72"
"CMM00064860","GAROUA, CM","2017-10-31",,,"87",,"70"
"CMM00064860","GAROUA, CM","2017-11-01",,,"87",,
"CMM00064860","GAROUA, CM","2017-11-02",,,"88",,"73"
"CMM00064860","GAROUA, CM","2017-11-03",,,"87",,"73"
"CMM00064860","GAROUA, CM","2017-11-04",,,"87",,"74"
"CMM00064860","GAROUA, CM","2017-11-05",,,"88",,"70"
"CMM00064860","GAROUA, CM","2017-11-06",,,"85",,"66"
"CMM00064860","GAROUA, CM","2017-11-07",,,"86",,"67"
"CMM00064860","GAROUA, CM","2017-11-08",,,"89",,"68"
"CMM00064860","GAROUA, CM","2017-11-09",,,"89",,"72"
"CMM00064860","GAROUA, CM","2017-11-10",,,"86",,"69"
"CMM00064860","GAROUA, CM","2017-11-11",,,"85",,"67"
"CMM00064860","GAROUA, CM","2017-11-12",,,"85",,"68"
"CMM00064860","GAROUA, CM","2017-11-13",,,"86",,"67"
"CMM00064860","GAROUA, CM","2017-11-14",,,"87",,
"CMM00064860","GAROUA, CM","2017-11-15",,,"86",,"68"
"CMM00064860","GAROUA, CM","2017-11-16",,,"90",,"74"
"CMM00064860","GAROUA, CM","2017-11-17",,,"89",,"73"
"CMM00064860","GAROUA, CM","2017-11-18",,,"89",,"74"
"CMM00064860","GAROUA, CM","2017-11-19",,,"90",,"74"
"CMM00064860","GAROUA, CM","2017-11-20",,,"91",,"78"
"CMM00064860","GAROUA, CM","2017-11-21",,,"91",,"73"
"CMM00064860","GAROUA, CM","2017-11-22",,,"89",,"72"
"CMM00064860","GAROUA, CM","2017-11-23",,,"84",,"68"
"CMM00064860","GAROUA, CM","2017-11-24",,,"83",,"63"
"CMM00064860","GAROUA, CM","2017-11-25",,,"83",,"63"
"CMM00064860","GAROUA, CM","2017-11-26",,,"80",,"62"
"CMM00064860","GAROUA, CM","2017-11-27",,,"83",,"63"
"CMM00064860","GAROUA, CM","2017-11-28",,,"84",,
"CMM00064860","GAROUA, CM","2017-11-29",,,"86",,"64"
"CMM00064860","GAROUA, CM","2017-11-30",,,"86",,"64"
"CMM00064860","GAROUA, CM","2017-12-01",,,"84",,"64"
"CMM00064860","GAROUA, CM","2017-12-02",,,"84",,"64"
"CMM00064860","GAROUA, CM","2017-12-03",,,"87",,"67"
"CMM00064860","GAROUA, CM","2017-12-04",,,"85",,"67"
"CMM00064860","GAROUA, CM","2017-12-05",,,"86",,"64"
"CMM00064860","GAROUA, CM","2017-12-06",,,"85",,"64"
"CMM00064860","GAROUA, CM","2017-12-07",,,"83",,"63"
"CMM00064860","GAROUA, CM","2017-12-08",,,"82",,"63"
"CMM00064860","GAROUA, CM","2017-12-09",,,"81",,"69"
"CMM00064860","GAROUA, CM","2017-12-10",,,"83",,"68"
"CMM00064860","GAROUA, CM","2017-12-11",,,"83",,"68"
"CMM00064860","GAROUA, CM","2017-12-12",,,"84",,"66"
"CMM00064860","GAROUA, CM","2017-12-13",,,"88",,"67"
"CMM00064860","GAROUA, CM","2017-12-14",,,"89",,
"CMM00064860","GAROUA, CM","2017-12-15",,,"85",,"67"
"CMM00064860","GAROUA, CM","2017-12-16",,,"84",,"64"
"CMM00064860","GAROUA, CM","2017-12-17",,,"85",,"65"
"CMM00064860","GAROUA, CM","2017-12-18",,,"86",,"63"
"CMM00064860","GAROUA, CM","2017-12-19",,,"86",,"66"
"CMM00064860","GAROUA, CM","2017-12-20",,,"87",,"63"
"CMM00064860","GAROUA, CM","2017-12-21",,,"89",,"66"
"CMM00064860","GAROUA, CM","2017-12-22",,,"87",,"67"
"CMM00064860","GAROUA, CM","2017-12-23",,,"86",,"67"
"CMM00064860","GAROUA, CM","2017-12-24",,,"82",,"67"
"CMM00064860","GAROUA, CM","2017-12-25",,,"79",,"60"
"CMM00064860","GAROUA, CM","2017-12-26",,,"81",,"65"
"CMM00064860","GAROUA, CM","2017-12-27",,,"80",,"63"
"CMM00064860","GAROUA, CM","2017-12-28",,,"81",,"64"
"CMM00064860","GAROUA, CM","2017-12-29",,,"81",,"65"
"CMM00064860","GAROUA, CM","2017-12-30",,,"81",,"59"
"CMM00064860","GAROUA, CM","2017-12-31",,,"80",,"63"
"CMM00064860","GAROUA, CM","2018-01-01",,,"78",,"68"
"CMM00064860","GAROUA, CM","2018-01-02",,,"78",,"65"
"CMM00064860","GAROUA, CM","2018-01-03",,,"78",,"61"
"CMM00064860","GAROUA, CM","2018-01-04",,,"78",,"57"
"CMM00064860","GAROUA, CM","2018-01-05",,,"76",,"60"
"CMM00064860","GAROUA, CM","2018-01-06",,,"76",,"57"
"CMM00064860","GAROUA, CM","2018-01-07",,,"77",,"58"
"CMM00064860","GAROUA, CM","2018-01-08",,,"82",,
"CMM00064860","GAROUA, CM","2018-01-09",,,"82",,"60"
"CMM00064860","GAROUA, CM","2018-01-10",,,"82",,"60"
"CMM00064860","GAROUA, CM","2018-01-11",,,"81",,"61"
"CMM00064860","GAROUA, CM","2018-01-12",,,"81",,"61"
"CMM00064860","GAROUA, CM","2018-01-13",,,"80",,"60"
"CMM00064860","GAROUA, CM","2018-01-14",,,"80",,"62"
"CMM00064860","GAROUA, CM","2018-01-15",,,"80",,"61"
"CMM00064860","GAROUA, CM","2018-01-16",,,"79",,"63"
"CMM00064860","GAROUA, CM","2018-01-17",,,"80",,
"CMM00064860","GAROUA, CM","2018-01-18",,,"80",,"59"
"CMM00064860","GAROUA, CM","2018-01-19",,,"78",,"58"
"CMM00064860","GAROUA, CM","2018-01-20",,,"80",,"58"
"CMM00064860","GAROUA, CM","2018-01-21",,,"81",,"60"
"CMM00064860","GAROUA, CM","2018-01-22",,,"81",,"63"
"CMM00064860","GAROUA, CM","2018-01-23",,,"79",,"60"
"CMM00064860","GAROUA, CM","2018-01-24",,,"79",,"61"
"CMM00064860","GAROUA, CM","2018-01-25",,,"75",,
"CMM00064860","GAROUA, CM","2018-01-26",,,"79",,"63"
"CMM00064860","GAROUA, CM","2018-01-27",,,"78",,"63"
"CMM00064860","GAROUA, CM","2018-01-28",,,"80",,"62"
"CMM00064860","GAROUA, CM","2018-01-29",,,"78",,"62"
"CMM00064860","GAROUA, CM","2018-01-30",,,"81",,"61"
"CMM00064860","GAROUA, CM","2018-01-31",,,"81",,"65"
"CMM00064860","GAROUA, CM","2018-02-01",,,"82",,
"CMM00064860","GAROUA, CM","2018-02-02",,,"85",,"66"
"CMM00064860","GAROUA, CM","2018-02-03",,,"87",,"66"
"CMM00064860","GAROUA, CM","2018-02-04",,,"89",,"66"
"CMM00064860","GAROUA, CM","2018-02-05",,,"90",,"68"
"CMM00064860","GAROUA, CM","2018-02-06",,,"90",,"70"
"CMM00064860","GAROUA, CM","2018-02-07",,,"91",,
"CMM00064860","GAROUA, CM","2018-02-08",,,"90",,"69"
"CMM00064860","GAROUA, CM","2018-02-09",,,"93",,"73"
"CMM00064860","GAROUA, CM","2018-02-10",,,"94",,"75"
"CMM00064860","GAROUA, CM","2018-02-11",,,"94",,"77"
"CMM00064860","GAROUA, CM","2018-02-12",,,"93",,"80"
"CMM00064860","GAROUA, CM","2018-02-13",,,"91",,
"CMM00064860","GAROUA, CM","2018-02-14",,,"90",,"75"
"CMM00064860","GAROUA, CM","2018-02-15",,,"92",,"77"
"CMM00064860","GAROUA, CM","2018-02-16",,,"90",,"75"
"CMM00064860","GAROUA, CM","2018-02-17",,,"87",,
"CMM00064860","GAROUA, CM","2018-02-18",,,"87",,"73"
"CMM00064860","GAROUA, CM","2018-02-19",,,"91",,"77"
"CMM00064860","GAROUA, CM","2018-02-20",,,"92",,"75"
"CMM00064860","GAROUA, CM","2018-02-21",,,"94",,"76"
"CMM00064860","GAROUA, CM","2018-02-22",,,"96",,"83"
"CMM00064860","GAROUA, CM","2018-02-23",,,"96",,"86"
"CMM00064860","GAROUA, CM","2018-02-24",,,"94",,"80"
"CMM00064860","GAROUA, CM","2018-02-25",,,"96",,
"CMM00064860","GAROUA, CM","2018-02-26",,,"96",,"78"
"CMM00064860","GAROUA, CM","2018-02-27",,,"97",,"83"
"CMM00064860","GAROUA, CM","2018-02-28",,,"96",,"85"
"CMM00064860","GAROUA, CM","2018-03-01",,,"95",,"76"
"CMM00064860","GAROUA, CM","2018-03-02",,,"94",,"84"
"CMM00064860","GAROUA, CM","2018-03-03",,,"92",,"73"
"CMM00064860","GAROUA, CM","2018-03-04",,,"91",,"71"
"CMM00064860","GAROUA, CM","2018-03-05",,,"92",,"72"
"CMM00064860","GAROUA, CM","2018-03-06",,,"94",,"74"
"CMM00064860","GAROUA, CM","2018-03-07",,,"96",,"76"
"CMM00064860","GAROUA, CM","2018-03-08",,,"98",,"87"
"CMM00064860","GAROUA, CM","2018-03-09",,,"96",,"84"
"CMM00064860","GAROUA, CM","2018-03-10",,,"96",,
"CMM00064860","GAROUA, CM","2018-03-11",,,"95",,"76"
"CMM00064860","GAROUA, CM","2018-03-12",,,"97",,"82"
"CMM00064860","GAROUA, CM","2018-03-13",,,"98",,"81"
"CMM00064860","GAROUA, CM","2018-03-14",,,"99",,"87"
"CMM00064860","GAROUA, CM","2018-03-15",,,"95",,"77"
"CMM00064860","GAROUA, CM","2018-03-16",,,"95",,"75"
"CMM00064860","GAROUA, CM","2018-03-17",,,"96",,"76"
"CMM00064860","GAROUA, CM","2018-03-18",,,"95",,
"CMM00064860","GAROUA, CM","2018-03-19",,,"97",,"77"
"CMM00064860","GAROUA, CM","2018-03-20",,,"97",,"83"
"CMM00064860","GAROUA, CM","2018-03-21",,,"97",,"84"
"CMM00064860","GAROUA, CM","2018-03-22",,,"98",,
"CMM00064860","GAROUA, CM","2018-03-23",,,"92",,
"CMM00064860","GAROUA, CM","2018-03-24",,,"93",,"78"
"CMM00064860","GAROUA, CM","2018-03-25",,,"94",,"78"
"CMM00064860","GAROUA, CM","2018-03-26",,,"95",,"80"
"CMM00064860","GAROUA, CM","2018-03-27",,,"98",,
"CMM00064860","GAROUA, CM","2018-03-28",,,"97",,"83"
"CMM00064860","GAROUA, CM","2018-03-29",,,"96",,"81"
"CMM00064860","GAROUA, CM","2018-03-30",,,"94",,"87"
"CMM00064860","GAROUA, CM","2018-03-31",,,"97",,"87"
"CMM00064860","GAROUA, CM","2018-04-01",,,"98",,"88"
"CMM00064860","GAROUA, CM","2018-04-02",,,"98",,"86"
"CMM00064860","GAROUA, CM","2018-04-03",,,"98",,"88"
"CMM00064860","GAROUA, CM","2018-04-04",,,"97",,"87"
"CMM00064860","GAROUA, CM","2018-04-05",,,"99",,"87"
"CMM00064860","GAROUA, CM","2018-04-06",,,"97",,"84"
"CMM00064860","GAROUA, CM","2018-04-07",,,"97",,"83"
"CMM00064860","GAROUA, CM","2018-04-08",,,"92",,"83"
"CMM00064860","GAROUA, CM","2018-04-09",,,"95",,"82"
"CMM00064860","GAROUA, CM","2018-04-10",,,"94",,"83"
"CMM00064860","GAROUA, CM","2018-04-11",,,"92",,"83"
"CMM00064860","GAROUA, CM","2018-04-12",,,"96",,"84"
"CMM00064860","GAROUA, CM","2018-04-13",,,"98",,"85"
"CMM00064860","GAROUA, CM","2018-04-14",,,"94",,"88"
"CMM00064860","GAROUA, CM","2018-04-15",,,"93",,
"CMM00064860","GAROUA, CM","2018-04-16",,,"97",,"84"
"CMM00064860","GAROUA, CM","2018-04-17",,,"96",,"85"
"CMM00064860","GAROUA, CM","2018-04-18","0.04",,"91",,"83"
"CMM00064860","GAROUA, CM","2018-04-19","0.00",,"93",,"84"
"CMM00064860","GAROUA, CM","2018-04-20",,,"96",,
"CMM00064860","GAROUA, CM","2018-04-21",,,"97",,"84"
"CMM00064860","GAROUA, CM","2018-04-22",,,"93",,"81"
"CMM00064860","GAROUA, CM","2018-04-23",,,"96",,"85"
"CMM00064860","GAROUA, CM","2018-04-24",,,"92",,
"CMM00064860","GAROUA, CM","2018-04-25",,,"90",,"78"
"CMM00064860","GAROUA, CM","2018-04-26",,,"91",,"77"
"CMM00064860","GAROUA, CM","2018-04-27","0.00",,"93",,"82"
"CMM00064860","GAROUA, CM","2018-04-28",,,"96",,"84"
"CMM00064860","GAROUA, CM","2018-04-29",,,"96",,"85"
"CMM00064860","GAROUA, CM","2018-04-30",,,"97",,"86"
"CMM00064860","GAROUA, CM","2018-05-01",,,"95",,"82"
"CMM00064860","GAROUA, CM","2018-05-02",,,"90",,"82"
"CMM00064860","GAROUA, CM","2018-05-03","0.31",,"88",,"75"
"CMM00064860","GAROUA, CM","2018-05-04","0.00",,"93",,"78"
"CMM00064860","GAROUA, CM","2018-05-05","0.20",,"90",,"76"
"CMM00064860","GAROUA, CM","2018-05-06","0.00",,"92",,"79"
"CMM00064860","GAROUA, CM","2018-05-07",,,"93",,
"CMM00064860","GAROUA, CM","2018-05-08",,,"86",,
"CMM00064860","GAROUA, CM","2018-05-09",,,"85",,
"CMM00064860","GAROUA, CM","2018-05-10",,,"87",,"76"
"CMM00064860","GAROUA, CM","2018-05-11",,,"92",,"81"
"CMM00064860","GAROUA, CM","2018-05-12",,,"80",,
"CMM00064860","GAROUA, CM","2018-05-13",,,"86",,"72"
"CMM00064860","GAROUA, CM","2018-05-14","0.04",,"79",,
"CMM00064860","GAROUA, CM","2018-05-15","0.00",,"87",,"73"
"CMM00064860","GAROUA, CM","2018-05-16","0.00",,"93",,"81"
"CMM00064860","GAROUA, CM","2018-05-17",,,"92",,
"CMM00064860","GAROUA, CM","2018-05-18","0.16",,"88",,"75"
"CMM00064860","GAROUA, CM","2018-05-19","0.00",,"95",,
"CMM00064860","GAROUA, CM","2018-05-20",,,"93",,"84"
"CMM00064860","GAROUA, CM","2018-05-21",,,"94",,"84"
"CMM00064860","GAROUA, CM","2018-05-22",,,"90",,"81"
"CMM00064860","GAROUA, CM","2018-05-23",,,"89",,"79"
"CMM00064860","GAROUA, CM","2018-05-24","0.01",,"87",,
"CMM00064860","GAROUA, CM","2018-05-25","0.04",,"86",,"75"
"CMM00064860","GAROUA, CM","2018-05-26","0.04",,"89",,"79"
"CMM00064860","GAROUA, CM","2018-05-27","0.00",,"90",,
"CMM00064860","GAROUA, CM","2018-05-28",,,"86",,
"CMM00064860","GAROUA, CM","2018-05-29",,,"86",,"73"
"CMM00064860","GAROUA, CM","2018-05-30","0.00",,"85",,
"CMM00064860","GAROUA, CM","2018-05-31","0.00",,"86",,
"CMM00064860","GAROUA, CM","2018-06-01",,,"90",,"79"
"CMM00064860","GAROUA, CM","2018-06-02",,,"83",,
"CMM00064860","GAROUA, CM","2018-06-03","0.00",,"88",,"76"
"CMM00064860","GAROUA, CM","2018-06-04","0.01",,"87",,"76"
"CMM00064860","GAROUA, CM","2018-06-05","0.00",,"91",,"80"
"CMM00064860","GAROUA, CM","2018-06-06",,,"92",,"81"
"CMM00064860","GAROUA, CM","2018-06-07","1.22",,"84",,"71"
"CMM00064860","GAROUA, CM","2018-06-08","0.00",,"87",,"77"
"CMM00064860","GAROUA, CM","2018-06-09","0.00",,"90",,"80"
"CMM00064860","GAROUA, CM","2018-06-10",,,"91",,"82"
"CMM00064860","GAROUA, CM","2018-06-11","0.12",,"82",,"76"
"CMM00064860","GAROUA, CM","2018-06-12","0.01",,"85",,"76"
"CMM00064860","GAROUA, CM","2018-06-13","0.02",,"90",,"79"
"CMM00064860","GAROUA, CM","2018-06-14","0.00",,"86",,"75"
"CMM00064860","GAROUA, CM","2018-06-15",,,"90",,"80"
"CMM00064860","GAROUA, CM","2018-06-16",,,"80",,
"CMM00064860","GAROUA, CM","2018-06-17",,,"75",,"72"
"CMM00064860","GAROUA, CM","2018-06-18",,,"83",,"73"
"CMM00064860","GAROUA, CM","2018-06-19",,,"80",,
"CMM00064860","GAROUA, CM","2018-06-20",,,"83",,"75"
"CMM00064860","GAROUA, CM","2018-06-21","0.00",,"83",,"76"
"CMM00064860","GAROUA, CM","2018-06-22",,,"85",,"77"
"CMM00064860","GAROUA, CM","2018-06-23","0.04",,"80",,
"CMM00064860","GAROUA, CM","2018-06-24","0.35",,"84",,"75"
"CMM00064860","GAROUA, CM","2018-06-25","1.10",,"79",,"70"
"CMM00064860","GAROUA, CM","2018-06-26","0.00",,"80","89","74"
"CMM00064860","GAROUA, CM","2018-06-27",,,"84","94","73"
"CMM00064860","GAROUA, CM","2018-06-28",,,"86",,"79"
"CMM00064860","GAROUA, CM","2018-06-29","0.43",,"81","88","73"
"CMM00064860","GAROUA, CM","2018-06-30","0.08",,"83","90","75"
"CMM00064860","GAROUA, CM","2018-07-01","0.00",,"74","77",
"CMM00064860","GAROUA, CM","2018-07-02","1.02",,"82","90","70"
"CMM00064860","GAROUA, CM","2018-07-03","0.00",,"81",,"74"
"CMM00064860","GAROUA, CM","2018-07-04","0.51",,"86","93","74"
"CMM00064860","GAROUA, CM","2018-07-05","0.00",,"84","90",
"CMM00064860","GAROUA, CM","2018-07-06",,,"85","94","74"
"CMM00064860","GAROUA, CM","2018-07-07",,,"82","86","78"
"CMM00064860","GAROUA, CM","2018-07-08",,,"87","96","74"
"CMM00064860","GAROUA, CM","2018-07-09",,,"85","96",
"CMM00064860","GAROUA, CM","2018-07-10","1.89",,"84",,"72"
"CMM00064860","GAROUA, CM","2018-07-11","0.00",,"83","94",
"CMM00064860","GAROUA, CM","2018-07-12","0.75",,"84","94","73"
"CMM00064860","GAROUA, CM","2018-07-13","0.00",,"86","94",
"CMM00064860","GAROUA, CM","2018-07-14","0.08",,"84",,"75"
"CMM00064860","GAROUA, CM","2018-07-15","0.00",,"87","95","76"
"CMM00064860","GAROUA, CM","2018-07-16","0.02",,"76",,
"CMM00064860","GAROUA, CM","2018-07-17","1.26",,"81","88","72"
"CMM00064860","GAROUA, CM","2018-07-18","0.00",,"85","93","75"
"CMM00064860","GAROUA, CM","2018-07-19",,,"85",,"78"
"CMM00064860","GAROUA, CM","2018-07-20","1.26",,"82","91","68"
"CMM00064860","GAROUA, CM","2018-07-21","0.71",,"79","85","74"
"CMM00064860","GAROUA, CM","2018-07-22","0.12",,"82","89","74"
"CMM00064860","GAROUA, CM","2018-07-23","0.00",,"87","94","76"
"CMM00064860","GAROUA, CM","2018-07-24",,,"85",,
"CMM00064860","GAROUA, CM","2018-07-25",,,"85","92","74"
"CMM00064860","GAROUA, CM","2018-07-26",,,"75",,
"CMM00064860","GAROUA, CM","2018-07-27",,,"79","85","71"
"CMM00064860","GAROUA, CM","2018-07-28",,,"82","90",
"CMM00064860","GAROUA, CM","2018-07-29",,,"83",,"76"
"CMM00064860","GAROUA, CM","2018-07-30","0.02",,"80",,"73"
"CMM00064860","GAROUA, CM","2018-07-31","0.00",,"82",,"72"
"CMM00064860","GAROUA, CM","2018-08-01","0.00",,"82",,"74"
"CMM00064860","GAROUA, CM","2018-08-02","0.43",,"82",,"72"
