"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CM000004910","DOUALA, CM","2018-05-13",,,"80","87","73"
"CM000004910","DOUALA, CM","2018-05-14","0.02",,"80","87",
"CM000004910","DOUALA, CM","2018-05-15","0.12",,"80",,"73"
"CM000004910","DOUALA, CM","2018-05-16","0.00",,"83",,
"CM000004910","DOUALA, CM","2018-05-17","0.02",,"82",,"77"
"CM000004910","DOUALA, CM","2018-05-18","0.01",,"83","92","78"
"CM000004910","DOUALA, CM","2018-05-19","0.00",,"85","92",
"CM000004910","DOUALA, CM","2018-05-20",,,"82","90",
"CM000004910","DOUALA, CM","2018-05-21","0.28",,"80","89","72"
"CM000004910","DOUALA, CM","2018-05-22","0.00",,"83","93",
"CM000004910","DOUALA, CM","2018-05-23",,,"84",,
"CM000004910","DOUALA, CM","2018-05-24","0.71",,"78",,
"CM000004910","DOUALA, CM","2018-05-25","0.04",,"80","90","72"
"CM000004910","DOUALA, CM","2018-05-26","0.00",,"82",,"70"
"CM000004910","DOUALA, CM","2018-05-27",,,"83","93",
"CM000004910","DOUALA, CM","2018-05-28",,,"80",,
"CM000004910","DOUALA, CM","2018-05-29",,,"81",,
"CM000004910","DOUALA, CM","2018-05-30",,,"81",,
"CM000004910","DOUALA, CM","2018-05-31","0.24",,"82","90",
"CM000004910","DOUALA, CM","2018-06-01","0.00",,"79",,
"CM000004910","DOUALA, CM","2018-06-02","0.24",,"81",,"73"
"CM000004910","DOUALA, CM","2018-06-03","0.12",,"83",,
"CM000004910","DOUALA, CM","2018-06-04","0.03",,"80","86",
"CM000004910","DOUALA, CM","2018-06-05","0.12",,"83",,"75"
"CM000004910","DOUALA, CM","2018-06-06","0.00",,"82","91",
"CM000004910","DOUALA, CM","2018-06-07","1.97",,"81","90",
"CM000004910","DOUALA, CM","2018-06-08","1.34",,"78","90","74"
"CM000004910","DOUALA, CM","2018-06-09","0.03",,"80",,
"CM000004910","DOUALA, CM","2018-06-10","0.00",,"82","91",
"CM000004910","DOUALA, CM","2018-06-11",,,"83","91","77"
"CM000004910","DOUALA, CM","2018-06-12",,,"83","90",
"CM000004910","DOUALA, CM","2018-06-13","0.08",,"83",,"77"
"CM000004910","DOUALA, CM","2018-06-14","0.00",,"83","90","77"
"CM000004910","DOUALA, CM","2018-06-15","0.12",,"83","90",
"CM000004910","DOUALA, CM","2018-06-16","0.00",,"81",,"79"
"CM000004910","DOUALA, CM","2018-06-17","0.94",,"81","87",
"CM000004910","DOUALA, CM","2018-06-18","0.55",,"77","80","71"
"CM000004910","DOUALA, CM","2018-06-19","2.44",,"78",,
"CM000004910","DOUALA, CM","2018-06-20","1.81",,"77",,"73"
"CM000004910","DOUALA, CM","2018-06-21","1.81",,"79","87","72"
"CM000004910","DOUALA, CM","2018-06-22","1.97",,"79",,"75"
"CM000004910","DOUALA, CM","2018-06-23","0.71",,"78",,"75"
"CM000004910","DOUALA, CM","2018-06-24","1.14",,"78",,
"CM000004910","DOUALA, CM","2018-06-25","0.12",,"79","86",
"CM000004910","DOUALA, CM","2018-06-26","0.08",,"80","89",
"CM000004910","DOUALA, CM","2018-06-27","0.00",,"77","84",
"CM000004910","DOUALA, CM","2018-06-28","0.24",,"79","86","74"
"CM000004910","DOUALA, CM","2018-06-29","1.54",,"79",,
"CM000004910","DOUALA, CM","2018-06-30","0.20",,"78",,"75"
"CM000004910","DOUALA, CM","2018-07-01","0.16",,"79","87",
"CM000004910","DOUALA, CM","2018-07-02","0.24",,"79","88","74"
"CM000004910","DOUALA, CM","2018-07-03","0.00",,"81","86","74"
"CM000004910","DOUALA, CM","2018-07-04",,,"80",,
"CM000004910","DOUALA, CM","2018-07-05",,,"79",,
"CM000004910","DOUALA, CM","2018-07-06",,,"81",,
"CM000004910","DOUALA, CM","2018-07-07","0.12",,"80",,"75"
"CM000004910","DOUALA, CM","2018-07-08","0.04",,"80",,
"CM000004910","DOUALA, CM","2018-07-09","0.00",,"80","88",
"CM000004910","DOUALA, CM","2018-07-10","0.02",,"80","90","73"
"CM000004910","DOUALA, CM","2018-07-11","0.00",,"81",,
"CM000004910","DOUALA, CM","2018-07-12",,,"80",,"75"
"CM000004910","DOUALA, CM","2018-07-13",,,"80",,
"CM000004910","DOUALA, CM","2018-07-14",,,"81",,
"CM000004910","DOUALA, CM","2018-07-15",,,"80",,
"CM000004910","DOUALA, CM","2018-07-16",,,"79","85",
"CM000004910","DOUALA, CM","2018-07-17",,,"80","87",
"CM000004910","DOUALA, CM","2018-07-18","0.31",,"78",,
"CM000004910","DOUALA, CM","2018-07-19","2.52",,"79","85","74"
"CM000004910","DOUALA, CM","2018-07-20","0.39",,"78","82",
"CM000004910","DOUALA, CM","2018-07-21","0.43",,"79",,"75"
"CM000004910","DOUALA, CM","2018-07-22","0.12",,"80","86",
"CM000004910","DOUALA, CM","2018-07-23","0.00",,"80","86","77"
"CM000004910","DOUALA, CM","2018-07-24",,,"77","79",
"CM000004910","DOUALA, CM","2018-07-25","2.09",,"77",,"74"
"CM000004910","DOUALA, CM","2018-07-26","5.67",,"76","80",
"CM000004910","DOUALA, CM","2018-07-27","1.02",,"78","84","73"
"CM000004910","DOUALA, CM","2018-07-28","0.00",,"78","87",
"CM000004910","DOUALA, CM","2018-07-29","0.16",,"78","85",
"CM000004910","DOUALA, CM","2018-07-30","0.79",,"78","82","75"
"CM000004910","DOUALA, CM","2018-07-31","0.04",,"78",,
"CM000004910","DOUALA, CM","2018-08-01","0.83",,"78","87","73"
"CM000004910","DOUALA, CM","2018-08-02","0.00",,"79","87",
"CM000004910","DOUALA, CM","2018-08-03","0.75",,"77","83",
"CM000004910","DOUALA, CM","2018-08-04","0.39",,"78","85","75"
"CM000004910","DOUALA, CM","2018-08-05","0.00",,"78","82",
"CM000004910","DOUALA, CM","2018-08-06","0.71",,"76","85",
"CM000004910","DOUALA, CM","2018-08-07","0.04",,"78",,"73"
"CM000004910","DOUALA, CM","2018-08-08","0.16",,"79","84","75"
"CM000004910","DOUALA, CM","2018-08-09","1.22",,"77",,"74"
"CM000004910","DOUALA, CM","2018-08-10","2.28",,"78",,"74"
"CM000004910","DOUALA, CM","2018-08-11","0.20",,"79",,"74"
"CM000004910","DOUALA, CM","2018-08-12","0.08",,"77","82","75"
"CM000004910","DOUALA, CM","2018-08-13","0.71",,"79",,
"CM000004910","DOUALA, CM","2018-08-14","0.00",,"80",,
"CM000004910","DOUALA, CM","2018-08-15","0.83",,"78","85","73"
"CM000004910","DOUALA, CM","2018-08-16","2.44",,"77",,"75"
"CM000004910","DOUALA, CM","2018-08-17","0.00",,"77",,"75"
"CM000004910","DOUALA, CM","2018-08-18","0.91",,"78",,"73"
"CM000004910","DOUALA, CM","2018-08-19","0.00",,"78","81",
"CM000004910","DOUALA, CM","2018-08-20","0.83",,"77","81","74"
"CM000004910","DOUALA, CM","2018-08-21","3.11",,"75","78",
"CM000004910","DOUALA, CM","2018-08-22","1.26",,"77",,
"CM000004910","DOUALA, CM","2018-08-23","0.39",,"78","84",
"CM000004910","DOUALA, CM","2018-08-24","0.00",,"78","83",
"CM000004910","DOUALA, CM","2018-08-25","0.20",,"78","87",
"CM000004910","DOUALA, CM","2018-08-26","0.00",,"79",,
"CM000004910","DOUALA, CM","2018-08-27","0.12",,"79","86",
"CM000004910","DOUALA, CM","2018-08-28","0.20",,"79","83",
"CM000004910","DOUALA, CM","2018-08-29","0.12",,"79",,"75"
"CM000004910","DOUALA, CM","2018-08-30","2.13",,"76",,"74"
"CM000004910","DOUALA, CM","2018-08-31","0.00",,"77",,
"CM000004910","DOUALA, CM","2018-09-01","0.98",,"78",,
"CM000004910","DOUALA, CM","2018-09-02","0.83",,"78","85",
"CM000004910","DOUALA, CM","2018-09-03","0.02",,"80","87","75"
"CM000004910","DOUALA, CM","2018-09-04","0.00",,"78","85",
"CM000004910","DOUALA, CM","2018-09-05","0.59",,"77",,
"CM000004910","DOUALA, CM","2018-09-06","0.08",,"77",,"74"
"CM000004910","DOUALA, CM","2018-09-07","0.51",,"77","83","74"
"CM000004910","DOUALA, CM","2018-09-08","2.80",,"78","84","75"
"CM000004910","DOUALA, CM","2018-09-09","0.75",,"78",,"75"
"CM000004910","DOUALA, CM","2018-09-10","0.04",,"78",,"75"
"CM000004910","DOUALA, CM","2018-09-11","0.00",,"80","90",
"CM000004910","DOUALA, CM","2018-09-12",,,"79",,"73"
"CM000004910","DOUALA, CM","2018-09-13",,,"80",,
"CM000004910","DOUALA, CM","2018-09-14","0.43",,"79",,
"CM000004910","DOUALA, CM","2018-09-15","0.55",,"79",,
"CM000004910","DOUALA, CM","2018-09-16","0.20",,"80","88","73"
"CM000004910","DOUALA, CM","2018-09-17","0.00",,"82",,
"CM000004910","DOUALA, CM","2018-09-18",,,"79","87",
"CM000004910","DOUALA, CM","2018-09-19",,,"81",,
"CM000004910","DOUALA, CM","2018-09-20","0.00",,"83",,"77"
"CM000004910","DOUALA, CM","2018-09-21","0.94",,"79",,
"CM000004910","DOUALA, CM","2018-09-22","0.31",,"79","88",
"CM000004910","DOUALA, CM","2018-09-23","0.67",,"81",,"76"
"CM000004910","DOUALA, CM","2018-09-24","0.08",,"79",,
"CM000004910","DOUALA, CM","2018-09-25","0.39",,"80",,"75"
"CM000004910","DOUALA, CM","2018-09-26","0.71",,"80",,"74"
"CM000004910","DOUALA, CM","2018-09-27","0.20",,"79","87","76"
"CM000004910","DOUALA, CM","2018-09-28","0.16",,"81",,"75"
"CM000004910","DOUALA, CM","2018-09-29","0.00",,"81",,"77"
"CM000004910","DOUALA, CM","2018-09-30",,,"81","88","77"
"CM000004910","DOUALA, CM","2018-10-01",,,"78",,
"CM000004910","DOUALA, CM","2018-10-02",,,"79",,
"CM000004910","DOUALA, CM","2018-10-03",,,"81",,
"CM000004910","DOUALA, CM","2018-10-04","0.79",,"76","82",
"CM000004910","DOUALA, CM","2018-10-05","0.55",,"79",,"73"
"CM000004910","DOUALA, CM","2018-10-06","1.85",,"77",,"72"
"CM000004910","DOUALA, CM","2018-10-07","1.57",,"79",,
"CM000004910","DOUALA, CM","2018-10-08","0.00",,"80",,
"CM000004910","DOUALA, CM","2018-10-09","0.00",,"80",,"75"
"CM000004910","DOUALA, CM","2018-10-10",,,"78",,
"CM000004910","DOUALA, CM","2018-10-11","0.16",,"80","86",
"CM000004910","DOUALA, CM","2018-10-12","0.67",,"75","78",
"CM000004910","DOUALA, CM","2018-10-13","3.15",,"80",,"73"
"CM000004910","DOUALA, CM","2018-10-14","0.00",,"77",,
"CM000004910","DOUALA, CM","2018-10-15",,,"80",,
"CM000004910","DOUALA, CM","2018-10-16",,,"81","91",
"CM000004910","DOUALA, CM","2018-10-17","0.16",,"78","85",
"CM000004910","DOUALA, CM","2018-10-18","0.00",,"79","89","74"
"CM000004910","DOUALA, CM","2018-10-19",,,"81","90","75"
"CM000004910","DOUALA, CM","2018-10-20",,,"82",,
"CM000004910","DOUALA, CM","2018-10-21",,,"81","91","75"
"CM000004910","DOUALA, CM","2018-10-22",,,"79",,
"CM000004910","DOUALA, CM","2018-10-23",,,"80",,
"CM000004910","DOUALA, CM","2018-10-24","0.39",,"80",,
"CM000004910","DOUALA, CM","2018-10-25","0.08",,"79",,
"CM000004910","DOUALA, CM","2018-10-26","0.00",,"77",,"72"
"CM000004910","DOUALA, CM","2018-10-27","0.35",,"80",,"71"
"CM000004910","DOUALA, CM","2018-10-28","0.00",,"77",,
"CM000004910","DOUALA, CM","2018-10-29","2.48",,"79",,"72"
"CM000004910","DOUALA, CM","2018-10-30","0.00",,"80",,"73"
"CM000004910","DOUALA, CM","2018-10-31","0.71",,"79",,"73"
"CM000004910","DOUALA, CM","2018-11-01","0.00",,"79","88","75"
"CM000004910","DOUALA, CM","2018-11-02",,,"76",,
"CM000004910","DOUALA, CM","2018-11-03",,,"80",,
"CM000004910","DOUALA, CM","2018-11-04",,,"80",,
"CM000004910","DOUALA, CM","2018-11-05",,,"80",,
"CM000004910","DOUALA, CM","2018-11-06","0.02",,"79",,"73"
"CM000004910","DOUALA, CM","2018-11-07","1.73",,"78",,
"CM000004910","DOUALA, CM","2018-11-08","0.04",,"80",,
"CM000004910","DOUALA, CM","2018-11-09","0.24",,"77",,
"CM000004910","DOUALA, CM","2018-11-10","0.00",,"80",,
"CM000004910","DOUALA, CM","2018-11-11",,,"83",,
"CM000004910","DOUALA, CM","2018-11-12",,,"84",,
"CM000004910","DOUALA, CM","2018-11-13","1.73",,"76",,
"CM000004910","DOUALA, CM","2018-11-14","0.00",,"78",,
"CM000004910","DOUALA, CM","2018-11-15",,,"80",,
"CM000004910","DOUALA, CM","2018-11-16",,,"80",,
"CM000004910","DOUALA, CM","2018-11-17",,,"82",,"76"
"CM000004910","DOUALA, CM","2018-11-18",,,"83","90",
"CM000004910","DOUALA, CM","2018-11-19","0.43",,"78",,
"CM000004910","DOUALA, CM","2018-11-20","0.12",,"80","88",
"CM000004910","DOUALA, CM","2018-11-21","0.00",,"81",,"76"
"CM000004910","DOUALA, CM","2018-11-22","0.08",,"82",,"77"
"CM000004910","DOUALA, CM","2018-11-23","0.00",,"82",,"76"
"CM000004910","DOUALA, CM","2018-11-24","0.00",,"83",,"77"
"CM000004910","DOUALA, CM","2018-11-25",,,"82",,
"CM000004910","DOUALA, CM","2018-11-26","0.00",,"81","86",
"CM000004910","DOUALA, CM","2018-11-27",,,"82",,
"CM000004910","DOUALA, CM","2018-11-28",,,"82",,"77"
"CM000004910","DOUALA, CM","2018-11-29",,,"83","92","77"
"CM000004910","DOUALA, CM","2018-11-30",,,"82",,
"CM000004910","DOUALA, CM","2018-12-01",,,"80",,
"CM000004910","DOUALA, CM","2018-12-02",,,"81",,
"CM000004910","DOUALA, CM","2018-12-03",,,"82","90","76"
"CM000004910","DOUALA, CM","2018-12-04","0.04",,"82",,"77"
"CM000004910","DOUALA, CM","2018-12-05","0.00",,"82","92",
"CM000004910","DOUALA, CM","2018-12-06",,,"83",,
"CM000004910","DOUALA, CM","2018-12-07","0.04",,"81","87",
"CM000004910","DOUALA, CM","2018-12-08","0.00",,"81",,
"CM000004910","DOUALA, CM","2018-12-09",,,"82",,
"CM000004910","DOUALA, CM","2018-12-10",,,"82","90","76"
"CM000004910","DOUALA, CM","2018-12-11",,,"82",,"77"
"CM000004910","DOUALA, CM","2018-12-12",,,"82",,"77"
"CM000004910","DOUALA, CM","2018-12-13",,,"82","91","76"
"CM000004910","DOUALA, CM","2018-12-14",,,"83","92",
"CM000004910","DOUALA, CM","2018-12-15",,,"83",,
"CM000004910","DOUALA, CM","2018-12-16",,,"83",,"77"
"CM000004910","DOUALA, CM","2018-12-17","0.24",,"82",,
"CM000004910","DOUALA, CM","2018-12-18","0.00",,"82",,
"CM000004910","DOUALA, CM","2018-12-19",,,"83",,
"CM000004910","DOUALA, CM","2018-12-20",,,"82",,"76"
"CM000004910","DOUALA, CM","2018-12-21",,,"82",,
"CM000004910","DOUALA, CM","2018-12-22",,,"82",,
"CM000004910","DOUALA, CM","2018-12-23",,,"82",,"76"
"CM000004910","DOUALA, CM","2018-12-24",,,"80",,
"CM000004910","DOUALA, CM","2018-12-25",,,"81",,
"CM000004910","DOUALA, CM","2018-12-26",,,"80",,"75"
"CM000004910","DOUALA, CM","2018-12-27",,,"82",,"74"
"CM000004910","DOUALA, CM","2018-12-28",,,"80",,"74"
"CM000004910","DOUALA, CM","2018-12-29",,,"83",,"77"
"CM000004910","DOUALA, CM","2018-12-30",,,"82",,
"CM000004910","DOUALA, CM","2018-12-31",,,"83",,"77"
"CM000004910","DOUALA, CM","2019-01-01",,,"83",,"77"
"CM000004910","DOUALA, CM","2019-01-02",,,"83",,"77"
"CM000004910","DOUALA, CM","2019-01-03",,,"82",,"77"
"CM000004910","DOUALA, CM","2019-01-04",,,"83",,
"CM000004910","DOUALA, CM","2019-01-05",,,"83",,
"CM000004910","DOUALA, CM","2019-01-06",,,"83",,"77"
"CM000004910","DOUALA, CM","2019-01-07","0.55",,"82",,"77"
"CM000004910","DOUALA, CM","2019-01-08","0.00",,"82",,
"CM000004910","DOUALA, CM","2019-01-09",,,"82",,
"CM000004910","DOUALA, CM","2019-01-10",,,"80",,"75"
"CM000004910","DOUALA, CM","2019-01-11",,,"82",,
"CM000004910","DOUALA, CM","2019-01-12","0.02",,"83",,"77"
"CM000004910","DOUALA, CM","2019-01-13","0.16",,"83",,"77"
"CM000004910","DOUALA, CM","2019-01-14","0.00",,"83",,
"CM000004910","DOUALA, CM","2019-01-15","0.00",,"83",,
"CM000004910","DOUALA, CM","2019-01-16",,,"84",,"79"
"CM000004910","DOUALA, CM","2019-01-17",,,"83",,
"CM000004910","DOUALA, CM","2019-01-18",,,"83",,"78"
"CM000004910","DOUALA, CM","2019-01-19","0.08",,"83","90","78"
"CM000004910","DOUALA, CM","2019-01-20","0.00",,"82","91",
"CM000004910","DOUALA, CM","2019-01-21",,,"83","91",
"CM000004910","DOUALA, CM","2019-01-22","0.00",,"84","92",
"CM000004910","DOUALA, CM","2019-01-23","0.71",,"83","91","75"
"CM000004910","DOUALA, CM","2019-01-24","0.04",,"83","90",
"CM000004910","DOUALA, CM","2019-01-25","0.00",,"83","92",
"CM000004910","DOUALA, CM","2019-01-26",,,"81",,
"CM000004910","DOUALA, CM","2019-01-27",,,"83","90",
"CM000004910","DOUALA, CM","2019-01-28","0.02",,"83","93","78"
"CM000004910","DOUALA, CM","2019-01-29","0.00",,"82","91",
"CM000004910","DOUALA, CM","2019-01-30","1.18",,"81",,"73"
"CM000004910","DOUALA, CM","2019-01-31","0.00",,"82",,"77"
"CM000004910","DOUALA, CM","2019-02-01",,,"83","91",
"CM000004910","DOUALA, CM","2019-02-02",,,"84","92",
"CM000004910","DOUALA, CM","2019-02-03","0.00",,"83","91",
"CM000004910","DOUALA, CM","2019-02-04","0.00",,"84",,"77"
"CM000004910","DOUALA, CM","2019-02-05","1.26",,"81",,
"CM000004910","DOUALA, CM","2019-02-06","0.00",,"83",,"75"
"CM000004910","DOUALA, CM","2019-02-07",,,"83",,"79"
"CM000004910","DOUALA, CM","2019-02-08",,,"83",,"79"
"CM000004910","DOUALA, CM","2019-02-09",,,"84",,
"CM000004910","DOUALA, CM","2019-02-10",,,"85",,
"CM000004910","DOUALA, CM","2019-02-11",,,"84",,
"CM000004910","DOUALA, CM","2019-02-12",,,"83",,
"CM000004910","DOUALA, CM","2019-02-13",,,"84",,
"CM000004910","DOUALA, CM","2019-02-14",,,"84",,
"CM000004910","DOUALA, CM","2019-02-15",,,"83",,
"CM000004910","DOUALA, CM","2019-02-16",,,"84",,
"CM000004910","DOUALA, CM","2019-02-17",,,"84",,
"CM000004910","DOUALA, CM","2019-02-18",,,"84",,
"CM000004910","DOUALA, CM","2019-02-19",,,"84",,
"CM000004910","DOUALA, CM","2019-02-20",,,"85",,
"CM000004910","DOUALA, CM","2019-02-21",,,"85",,
"CM000004910","DOUALA, CM","2019-02-22",,,"84",,
"CM000004910","DOUALA, CM","2019-02-23",,,"84",,
"CM000004910","DOUALA, CM","2019-02-24",,,"85",,
"CM000004910","DOUALA, CM","2019-02-25",,,"80",,
"CM000004910","DOUALA, CM","2019-02-26",,,"81",,
"CM000004910","DOUALA, CM","2019-02-27",,,"80","87",
"CM000004910","DOUALA, CM","2019-02-28",,,"84",,
"CM000004910","DOUALA, CM","2019-03-01",,,"82",,
"CM000004910","DOUALA, CM","2019-03-02",,,"81",,
"CM000004910","DOUALA, CM","2019-03-03",,,"81",,
"CM000004910","DOUALA, CM","2019-03-04",,,"81",,
"CM000004910","DOUALA, CM","2019-03-05",,,"84",,
"CM000004910","DOUALA, CM","2019-03-06",,,"81",,
"CM000004910","DOUALA, CM","2019-03-07",,,"83",,
"CM000004910","DOUALA, CM","2019-03-08",,,"81",,
"CM000004910","DOUALA, CM","2019-03-09",,,"84",,
"CM000004910","DOUALA, CM","2019-03-10",,,"81",,
"CM000004910","DOUALA, CM","2019-03-11",,,"84",,
"CM000004910","DOUALA, CM","2019-03-12",,,"84",,
"CM000004910","DOUALA, CM","2019-03-13",,,"83",,
"CM000004910","DOUALA, CM","2019-03-14",,,"83",,
"CM000004910","DOUALA, CM","2019-03-15",,,"81",,
"CM000004910","DOUALA, CM","2019-03-16",,,"77",,
"CM000004910","DOUALA, CM","2019-03-17",,,"81",,
"CM000004910","DOUALA, CM","2019-03-18",,,"84",,
"CM000004910","DOUALA, CM","2019-03-19",,,"83",,
"CM000004910","DOUALA, CM","2019-03-20",,,"85",,
"CM000004910","DOUALA, CM","2019-03-21",,,"85",,
"CM000004910","DOUALA, CM","2019-03-22",,,"79",,
"CM000004910","DOUALA, CM","2019-03-23",,,"80",,
"CM000004910","DOUALA, CM","2019-03-24",,,"78",,
"CM000004910","DOUALA, CM","2019-03-25",,,"82",,
"CM000004910","DOUALA, CM","2019-03-26",,,"84",,
"CM000004910","DOUALA, CM","2019-03-27",,,"84",,
"CM000004910","DOUALA, CM","2019-03-28",,,"83",,
"CM000004910","DOUALA, CM","2019-03-29",,,"81",,
"CM000004910","DOUALA, CM","2019-03-30",,,"80",,
"CM000004910","DOUALA, CM","2019-03-31",,,"82",,
"CM000004910","DOUALA, CM","2019-04-01",,,"85",,"77"
"CM000004910","DOUALA, CM","2019-04-02",,,"85",,"80"
"CM000004910","DOUALA, CM","2019-04-03",,,"85","97",
"CM000004910","DOUALA, CM","2019-04-04","0.04",,"78",,
"CM000004910","DOUALA, CM","2019-04-05","2.01",,"80","90","75"
"CM000004910","DOUALA, CM","2019-04-06","0.00",,"83","92","77"
"CM000004910","DOUALA, CM","2019-04-07",,,"83","91",
"CM000004910","DOUALA, CM","2019-04-08","0.55",,"84","94","77"
"CM000004910","DOUALA, CM","2019-04-09","0.00",,"85",,"77"
"CM000004910","DOUALA, CM","2019-04-10",,,"79",,
"CM000004910","DOUALA, CM","2019-04-11",,,"81",,
"CM000004910","DOUALA, CM","2019-04-12",,,"83",,
"CM000004910","DOUALA, CM","2019-04-13",,,"81",,
"CM000004910","DOUALA, CM","2019-04-14",,,"83",,
"CM000004910","DOUALA, CM","2019-04-15",,,"83",,
"CM000004910","DOUALA, CM","2019-04-16",,,"79",,
"CM000004910","DOUALA, CM","2019-05-15",,,"90",,
"CM000004910","DOUALA, CM","2019-05-16",,,"76",,
"CM000004910","DOUALA, CM","2019-05-17",,,"81",,
"CM000004910","DOUALA, CM","2019-05-18",,,"83",,
"CM000004910","DOUALA, CM","2019-05-19",,,"81",,
"CM000004910","DOUALA, CM","2019-05-20",,,"83",,
"CM000004910","DOUALA, CM","2019-05-21",,,"81",,
"CM000004910","DOUALA, CM","2019-05-22",,,"82",,
"CM000004910","DOUALA, CM","2019-05-23",,,"83",,
"CM000004910","DOUALA, CM","2019-05-24",,,"81",,
"CM000004910","DOUALA, CM","2019-05-25",,,"83",,
"CM000004910","DOUALA, CM","2019-05-26",,,"79",,
"CM000004910","DOUALA, CM","2019-05-27",,,"80",,
"CM000004910","DOUALA, CM","2019-05-28",,,"81",,
"CM000004910","DOUALA, CM","2019-05-29",,,"80",,
"CM000004910","DOUALA, CM","2019-05-30",,,"79",,
"CM000004910","DOUALA, CM","2019-05-31",,,"81",,
"CM000004910","DOUALA, CM","2019-06-01",,,"80",,
"CM000004910","DOUALA, CM","2019-06-02",,,"80",,
"CM000004910","DOUALA, CM","2019-06-03",,,"82",,
"CM000004910","DOUALA, CM","2019-06-04",,,"83",,
"CM000004910","DOUALA, CM","2019-06-05",,,"77",,
"CM000004910","DOUALA, CM","2019-06-06",,,"77",,
"CM000004910","DOUALA, CM","2019-06-07",,,"79",,
"CM000004910","DOUALA, CM","2019-06-08",,,"80",,
"CM000004910","DOUALA, CM","2019-06-09",,,"82",,
"CM000004910","DOUALA, CM","2019-06-10",,,"81",,
"CM000004910","DOUALA, CM","2019-06-11",,,"80",,
"CM000004910","DOUALA, CM","2019-06-12",,,"80",,
"CM000004910","DOUALA, CM","2019-06-13",,,"79",,
"CM000004910","DOUALA, CM","2019-06-14",,,"80",,
"CM000004910","DOUALA, CM","2019-06-15",,,"81",,
"CM000004910","DOUALA, CM","2019-06-16",,,"80",,
"CM000004910","DOUALA, CM","2019-06-17",,,"81",,
"CM000004910","DOUALA, CM","2019-06-18",,,"81",,
"CM000004910","DOUALA, CM","2019-06-19",,,"82",,
"CM000004910","DOUALA, CM","2019-06-20",,,"81",,
"CM000004910","DOUALA, CM","2019-06-21",,,"81",,
"CM000004910","DOUALA, CM","2019-06-23",,,"79",,
"CM000004910","DOUALA, CM","2019-06-24",,,"77",,
"CM000004910","DOUALA, CM","2019-06-25",,,"78",,
"CM000004910","DOUALA, CM","2019-06-26",,,"76",,
"CM000004910","DOUALA, CM","2019-06-27",,,"78",,
"CM000004910","DOUALA, CM","2019-06-28",,,"80",,
"CM000004910","DOUALA, CM","2019-06-29",,,"80",,
"CM000004910","DOUALA, CM","2019-06-30",,,"78",,
"CM000004910","DOUALA, CM","2019-07-01",,,"78",,
"CM000004910","DOUALA, CM","2019-07-02",,,"79",,
"CM000004910","DOUALA, CM","2019-07-03",,,"79",,
"CM000004910","DOUALA, CM","2019-07-04",,,"79",,
"CM000004910","DOUALA, CM","2019-07-05",,,"78",,
"CM000004910","DOUALA, CM","2019-07-06",,,"80",,
"CM000004910","DOUALA, CM","2019-07-07",,,"78",,
"CM000004910","DOUALA, CM","2019-07-08",,,"77",,
"CM000004910","DOUALA, CM","2019-07-09",,,"79",,
"CM000004910","DOUALA, CM","2019-07-10",,,"78",,
"CM000004910","DOUALA, CM","2019-07-11",,,"77",,
"CM000004910","DOUALA, CM","2019-07-12",,,"78",,
"CM000004910","DOUALA, CM","2019-07-13",,,"81",,
"CM000004910","DOUALA, CM","2019-07-14",,,"79",,
"CM000004910","DOUALA, CM","2019-07-15",,,"77","84",
"CM000004910","DOUALA, CM","2019-07-16",,,"80","90",
"CM000004910","DOUALA, CM","2019-07-17",,,"81","89","74"
"CM000004910","DOUALA, CM","2019-07-18","5.35",,"77","81","73"
"CM000004910","DOUALA, CM","2019-07-19","1.73",,"79",,"72"
"CM000004910","DOUALA, CM","2019-07-20","0.00",,"80","87","74"
"CM000004910","DOUALA, CM","2019-07-21",,,"79","85","74"
"CM000004910","DOUALA, CM","2019-07-22","0.01",,"78",,"73"
"CM000004910","DOUALA, CM","2019-07-23","2.01",,"80","87","74"
"CM000004910","DOUALA, CM","2019-07-24","0.20",,"79","84","75"
"CM000004910","DOUALA, CM","2019-07-25","2.01",,"78","82","74"
"CM000004910","DOUALA, CM","2019-07-26","8.74",,"78",,"73"
"CM000004910","DOUALA, CM","2019-07-27","1.61",,"76","81","74"
"CM000004910","DOUALA, CM","2019-07-28","4.29",,"78","84","72"
"CM000004910","DOUALA, CM","2019-07-29","0.51",,"77",,"72"
"CM000004910","DOUALA, CM","2019-07-30","1.97",,"76","80","71"
"CM000004910","DOUALA, CM","2019-07-31","0.39",,"78",,"73"
"CM000004910","DOUALA, CM","2019-08-01","0.00",,"75",,
"CM000004910","DOUALA, CM","2019-08-02","1.77",,"77",,"71"
"CM000004910","DOUALA, CM","2019-08-03","0.47",,"78",,"70"
"CM000004910","DOUALA, CM","2019-08-04","2.28",,"77","84","72"
"CM000004910","DOUALA, CM","2019-08-05","0.28",,"77",,"72"
"CM000004910","DOUALA, CM","2019-08-06","0.67",,"78","84",
"CM000004910","DOUALA, CM","2019-08-07","0.98",,"76","80","72"
"CM000004910","DOUALA, CM","2019-08-08","2.60",,"75",,"71"
"CM000004910","DOUALA, CM","2019-08-09","3.15",,"76",,"72"
"CM000004910","DOUALA, CM","2019-08-10","1.10",,"76","79","72"
"CM000004910","DOUALA, CM","2019-08-11","0.94",,"77","83","72"
